消防栓編號,單位名稱,自訂編號,種類,消防栓蓋,產權,區鄉鎮市名稱,消防栓位置,出水口型式,開關型式,消防栓標誌,經度,緯度,是否停用,備註,水公司單位名稱,消防栓照片,建檔時間,建檔帳號,修改時間,修改帳號,版本,查察梯次,水壓不足,水壓不足時1,水壓不足時2,出水量
5976,中山分隊,A440,地下,固鎖式,公,太平區,坪林里坪林路26號,單口,五角開關,無,120.73584079,24.14559836,False,,大里服務所,True,,,2025/3/31 上午 01:14:47,good055096,19,15,False,0,0,0
5974,中山分隊,A441,地下,一般式,公,太平區,坪林里坪林路坪林國小前,單口,五角開關,無,120.73711752,24.1451578,False,,大里服務所,True,,,2025/3/31 上午 01:15:16,good055096,18,15,False,0,0,0
5975,中山分隊,A442,地下,固鎖式,公,太平區,坪林里坪林路42-1號前（三角開關）,單口,五角開關,無,120.73643624,24.14592143,False,,大里服務所,True,,,2025/3/31 上午 01:15:29,good055096,20,15,False,0,0,0
5980,中山分隊,A443,地下,一般式,公,太平區,坪林里中山路二段32巷50號前,單口,五角開關,無,120.7342631,24.1469069,False,,大里服務所,True,,,2025/3/31 上午 01:15:47,good055096,16,15,False,0,0,0
5981,中山分隊,A444,地下,一般式,公,太平區,坪林里中山路二段100巷16弄口,單口,五角開關,無,120.73475718,24.14769833,False,出水量 58.24 m?／h 淞盛工程有限公司,大里服務所,True,,,2026/6/30 上午 11:30:28,中山分隊,18,99,False,0,0,0
5982,中山分隊,A445,地下,一般式,公,太平區,坪林里中山路二段100巷26弄1號旁,單口,五角開關,無,120.73594272,24.14728225,False,,大里服務所,True,,,2025/3/31 上午 01:16:14,good055096,16,15,False,0,0,0
18615,中山分隊,A446,地下,一般式,公,太平區,坪林里中山路二段100巷24弄45號,單口,五角開關,無,120.73763747,24.14665362,False,,大里服務所,True,2019/1/2 下午 10:36:58,中山分隊,2025/3/31 上午 01:16:28,good055096,8,15,False,0,0,0
5983,中山分隊,A447,地下,一般式,公,太平區,坪林里中山路二段108之2號（檳榔攤旁）,單口,五角開關,無,120.73423147,24.14829552,False,,大里服務所,True,,,2025/3/31 上午 01:16:41,good055096,16,15,False,0,0,0
5984,中山分隊,A448,地下,一般式,公,太平區,坪林里中山路二段154巷49號前,單口,五角開關,無,120.73643088,24.14923535,False,,大里服務所,True,,,2025/3/31 上午 01:16:52,good055096,16,15,False,0,0,0
5824,中山分隊,A449,地下,一般式,公,太平區,宜佳里宜福街23號,單口,五角開關,無,120.71141123,24.14032625,False,,大里服務所,True,,,2025/3/31 上午 01:17:12,good055096,15,15,False,0,0,0
5826,中山分隊,A450,地下,一般式,公,太平區,宜佳里宜佳街41巷口,單口,五角開關,無,120.71257531,24.13973881,False,,大里服務所,True,,,2025/3/31 上午 01:17:26,good055096,17,15,False,0,0,0
18616,中山分隊,A451,地下,,公,太平區,宜佳里宜佳街31巷7號,單口,五角開關,無,120.71344985,24.13930247,False,,大里服務所,True,2019/1/2 下午 10:38:42,中山分隊,2025/3/31 上午 01:17:46,good055096,8,15,False,0,0,0
5815,中山分隊,A452,地下,一般式,公,太平區,宜佳里宜佳街16號前,單口,五角開關,無,120.71446359,24.13997379,False,,大里服務所,True,,,2025/3/31 上午 01:18:03,good055096,18,15,False,0,0,0
5814,中山分隊,A453,地下,一般式,公,太平區,宜佳里新平路二段191號,單口,五角開關,無,120.714823,24.14049269,False,,大里服務所,True,,,2025/3/31 上午 01:18:15,good055096,18,16,False,0,0,0
5817,中山分隊,A454,地下,一般式,公,太平區,宜佳里市民大道段95巷口（阿裕快炒旁）,單口,五角開關,無,120.71424901,24.13883318,False,,大里服務所,True,,,2025/3/31 上午 01:18:25,good055096,18,16,False,0,0,0
5818,中山分隊,A455,地下,一般式,公,太平區,宜佳里宜昌路74號前,單口,五角開關,無,120.71248948,24.13869121,False,,大里服務所,True,,,2025/3/31 上午 01:18:35,good055096,18,16,False,0,0,0
5819,中山分隊,A456,地下,,公,太平區,宜佳里宜昌路79號,雙口,五角開關,無,120.71287193,24.13849339,False,,大里服務所,True,,,2025/3/31 上午 01:19:46,good055096,19,16,False,0,0,0
5796,中山分隊,A457,地下,一般式,公,太平區,宜佳里宜祥街48號,單口,五角開關,無,120.7131994,24.13740328,False,,大里服務所,True,,,2025/3/31 上午 01:19:57,good055096,17,16,False,0,0,0
5795,中山分隊,A458,地下,,公,太平區,宜佳里市民大道一段25巷33號,單口,五角開關,無,120.71347922,24.13648392,False,,大里服務所,True,,,2025/3/31 上午 01:20:08,good055096,19,16,False,0,0,0
5820,中山分隊,A459,地下,,公,太平區,宜佳里宜昌路87巷33號,單口,五角開關,無,120.71263432,24.13752122,False,,大里服務所,True,,,2025/3/31 上午 01:20:33,good055096,19,16,False,0,0,0
5821,中山分隊,A460,地下,,公,太平區,宜佳里宜祥街13巷7弄21號,單口,五角開關,無,120.71317075,24.13675684,False,,大里服務所,True,,,2025/3/31 上午 01:20:47,good055096,20,16,False,0,0,0
5822,中山分隊,A461,地下,一般式,公,太平區,宜佳里宜昌路87巷67弄8號旁,單口,五角開關,無,120.71261286,24.13617673,False,,大里服務所,True,,,2025/3/31 上午 01:21:18,good055096,17,16,False,0,0,0
5789,中山分隊,A462,地下,一般式,公,太平區,宜佳里宜信街66號,單口,五角開關,無,120.71376615,24.13610814,False,,大里服務所,True,,,2025/3/31 上午 01:21:31,good055096,18,16,False,0,0,0
5793,中山分隊,A463,地下,固鎖式,公,太平區,宜佳里宜仁街33號,單口,五角開關,無,120.71372866,24.13779249,False,,大里服務所,True,,,2025/3/31 上午 01:21:42,good055096,18,16,False,0,0,0
5736,中山分隊,A464,地下,一般式,公,太平區,宜佳里新平路二段15號,單口,五角開關,無,120.715397,24.13660578,False,,大里服務所,True,,,2025/4/4 下午 01:56:18,中山分隊,19,16,False,0,0,0
5790,中山分隊,A465,地下,一般式,公,太平區,宜欣里仁和街2號前（三角開關）,單口,五角開關,無,120.71546137,24.1369093,False,,大里服務所,True,,,2025/3/31 上午 01:22:22,good055096,14,16,False,0,0,0
5791,中山分隊,A466,地下,一般式,公,太平區,宜欣里仁和街30號前,單口,五角開關,無,120.71668999,24.137135,False,,大里服務所,True,,,2025/3/31 上午 01:22:34,good055096,14,16,False,0,0,0
5792,中山分隊,A467,地下,一般式,公,太平區,宜欣里仁和街底與三巷口,單口,五角開關,無,120.7176876,24.13725197,False,,大里服務所,True,,,2025/3/31 上午 01:22:46,good055096,14,16,False,0,0,0
5797,中山分隊,A468,地下,一般式,公,太平區,宜欣里宜昌東路2號前（三角開關）,單口,五角開關,無,120.71532189,24.13827756,False,,大里服務所,True,,,2025/3/31 上午 01:22:58,good055096,15,16,False,0,0,0
5799,中山分隊,A469,地下,一般式,公,太平區,宜欣里宜昌東路30號前,單口,五角開關,無,120.71623921,24.13820168,False,,大里服務所,True,,,2025/3/31 上午 01:23:08,good055096,15,16,False,0,0,0
18617,中山分隊,A470,地下,一般式,公,太平區,宜欣里宜昌東路5巷30號旁,單口,五角開關,無,120.71658748,24.13923038,False,,大里服務所,True,2019/1/2 下午 10:40:09,中山分隊,2025/3/31 上午 01:23:19,good055096,7,16,False,0,0,0
18618,中山分隊,A471,地下,一般式,公,太平區,宜欣里宜昌東路5巷31弄66號,單口,五角開關,無,120.71655,24.14011329,False,,大里服務所,True,2019/1/2 下午 10:41:47,中山分隊,2025/3/31 上午 01:23:39,good055096,8,16,False,0,0,0
5800,中山分隊,A472,地下,一般式,公,太平區,宜欣里宜昌東路72號前,單口,五角開關,無,120.71715116,24.13811846,False,,大里服務所,True,,,2025/3/31 上午 01:24:07,good055096,15,16,False,0,0,0
5802,中山分隊,A473,地下,一般式,公,太平區,宜欣里宜昌東路100號前（三角開關）,單口,五角開關,無,120.71870148,24.13932271,False,,大里服務所,True,,,2025/3/31 上午 01:24:21,good055096,15,16,False,0,0,0
5803,中山分隊,A474,地下,一般式,公,太平區,宜欣里宜昌東路118之2號前,單口,五角開關,無,120.7191199,24.14061996,False,,大里服務所,True,,,2025/3/31 上午 01:24:32,good055096,15,16,False,0,0,0
5804,中山分隊,A475,地下,一般式,公,太平區,宜欣里宜昌東路130巷14號前,單口,五角開關,無,120.72008013,24.14122208,False,,大里服務所,True,,,2025/3/31 上午 01:24:52,good055096,14,16,False,0,0,0
5810,中山分隊,A476,地下,一般式,公,太平區,宜欣里富平路38巷與富平路口,單口,五角開關,無,120.71709215,24.14096263,False,,大里服務所,True,,,2025/3/31 上午 01:25:27,good055096,16,16,False,0,0,0
5809,中山分隊,A477,地下,一般式,公,太平區,宜欣里富平路13巷14號前,單口,五角開關,無,120.71767687,24.13992483,False,,大里服務所,True,,,2025/3/31 上午 01:26:11,good055096,15,16,False,0,0,0
18619,中山分隊,A478,地下,一般式,公,太平區,宜欣里富平路13巷28號前,單口,五角開關,無,120.7175058,24.13917588,False,,大里服務所,True,2019/1/2 下午 10:43:51,中山分隊,2025/3/31 上午 01:26:25,good055096,7,16,False,0,0,0
5801,中山分隊,A479,地下,一般式,公,太平區,宜欣里宜昌東路23巷25號前,單口,五角開關,無,120.71820259,24.13948426,False,,大里服務所,True,,,2025/3/31 上午 01:26:40,good055096,16,16,False,0,0,0
21665,中山分隊,A480,地下,,公,太平區,環中東路三段和樹孝路273巷口,單口,五角開關,無,120.71707032,24.15427945,False,,大里服務所,True,2024/12/13 下午 08:47:07,中山分隊,2026/4/10 上午 08:41:51,中山分隊,6,16,False,0,0,0
21666,中山分隊,A481,地下,一般式,公,太平區,環中東路三段和樹孝路115巷口,單口,五角開關,無,120.71653709,24.15314247,False,,大里服務所,True,2024/12/13 下午 08:49:47,中山分隊,2026/4/10 上午 08:42:13,中山分隊,6,16,False,0,0,1126
21667,中山分隊,A482,地下,一般式,公,太平區,環中東路三段和育才路口,單口,五角開關,無,120.71749997,24.15683056,False,,大里服務所,True,2024/12/13 下午 08:51:20,中山分隊,2026/4/10 上午 08:42:29,中山分隊,6,16,False,0,0,881
21668,中山分隊,A483,地下,,公,太平區,環中東路三段650號（陞霖執美車道前）,單口,五角開關,無,120.71644433,24.15399028,False,,大里服務所,True,2024/12/13 下午 08:52:11,中山分隊,2026/4/10 上午 08:42:43,中山分隊,6,16,False,0,0,880
21669,中山分隊,A484,地下,一般式,公,太平區,環中東路三段517號,單口,五角開關,無,120.71534291,24.1506243,False,,大里服務所,True,2024/12/13 下午 08:53:52,中山分隊,2026/4/10 上午 08:43:03,中山分隊,5,16,False,0,0,556
21670,中山分隊,A485,地下,一般式,公,太平區,環中東路三段91號,單口,五角開關,無,120.71806201,24.15913658,False,,大里服務所,True,2024/12/13 下午 08:56:08,中山分隊,2026/4/15 下午 01:22:50,中山分隊,6,0,False,0,0,999
21671,中山分隊,A486,地下,一般式,公,太平區,環中東路三段（共好咖啡往前10公尺）,單口,五角開關,無,120.71724829,24.15785976,False,,大里服務所,True,2024/12/13 下午 09:00:59,中山分隊,2026/4/15 下午 01:21:22,中山分隊,6,16,False,0,0,1370
5750,中山分隊,A487,地上,,公,太平區,新坪里祥順路1段與新平路口（新平路三段456號）,雙口,五角開關,無,120.72708606,24.15690059,False,,大里服務所,True,,,2026/6/9 下午 04:25:11,災害搶救科,18,16,False,0,0,352
5751,中山分隊,A488,地上,,公,太平區,新坪里祥順路1段 編號 02,雙口,五角開關,無,120.72679638,24.15638666,False,,大里服務所,True,,,2025/4/8 上午 09:57:18,中山分隊,17,16,False,0,0,1069
5752,中山分隊,A489,地上,,公,太平區,新坪里祥順路1段 編號 03,雙口,五角開關,無,120.72623312,24.15540772,False,,大里服務所,True,,,2025/4/8 上午 10:04:56,中山分隊,16,17,False,0,0,463
5753,中山分隊,A490,地上,,公,太平區,新坪里祥順路1段 編號 04,雙口,五角開關,無,120.72592198,24.15485951,False,,大里服務所,True,,,2025/4/8 上午 10:05:24,中山分隊,16,17,False,0,0,436
5754,中山分隊,A491,地上,,公,太平區,新坪里祥順路1段 編號 05,雙口,五角開關,無,120.72542846,24.15413998,False,,大里服務所,True,,,2026/4/15 下午 01:25:20,中山分隊,17,17,False,0,0,563
5755,中山分隊,A492,地上,,公,太平區,新坪里祥順路1段 編號 06,雙口,五角開關,無,120.72504758,24.15355751,False,,大里服務所,True,,,2026/4/15 下午 01:26:51,中山分隊,17,17,False,0,0,637
5756,中山分隊,A493,地上,,公,太平區,新坪里祥順路1段 編號 07,雙口,五角開關,無,120.72459697,24.15286734,False,,大里服務所,True,,,2026/4/15 下午 01:27:30,中山分隊,16,17,False,0,0,647
5757,中山分隊,A494,地上,,公,太平區,新吉里祥順路1段 編號 08,雙口,五角開關,無,120.72411417,24.1520548,False,,大里服務所,True,,,2026/4/15 下午 01:28:01,中山分隊,18,17,False,0,0,853
5758,中山分隊,A495,地上,,公,太平區,新吉里祥順路1段 編號 09,雙口,五角開關,無,120.7238084,24.15142826,False,,大里服務所,True,,,2026/4/15 下午 01:28:35,中山分隊,17,17,False,0,0,947
5759,中山分隊,A496,地上,,公,太平區,新吉里祥順路1段 編號 10,雙口,五角開關,無,120.72329878,24.1500528,False,,大里服務所,True,,,2026/4/15 下午 01:29:34,中山分隊,18,17,False,0,0,956
5760,中山分隊,A497,地上,,公,太平區,新吉里祥順路1段 編號 11,雙口,五角開關,無,120.72328269,24.14998427,False,,大里服務所,True,,,2026/4/15 下午 01:31:04,中山分隊,17,17,False,0,0,927
5761,中山分隊,A498,地上,,公,太平區,宜昌里祥順路1段 編號 12,雙口,五角開關,無,120.72306811,24.14923045,False,,大里服務所,True,,,2026/4/15 下午 01:31:33,中山分隊,17,17,False,0,0,883
5762,中山分隊,A499,地上,,公,太平區,宜昌里祥順路1段 編號 13,雙口,五角開關,無,120.72282135,24.14833468,False,,大里服務所,True,,,2026/4/15 下午 01:32:30,中山分隊,19,17,False,0,0,861
5763,中山分隊,A500,地上,,公,太平區,中山里祥順路1段 編號 14,雙口,五角開關,無,120.72267115,24.14774728,False,,大里服務所,True,,,2026/4/15 下午 01:32:57,中山分隊,17,17,False,0,0,896
5764,中山分隊,A501,地上,,公,太平區,中山里祥順路1段 編號 15,雙口,五角開關,無,120.72248876,24.14705219,False,,大里服務所,True,,,2025/4/8 上午 10:13:12,中山分隊,15,17,False,0,0,361
5765,中山分隊,A502,地上,,公,太平區,豐年里祥順路1段 編號 16,雙口,五角開關,無,120.72220444,24.14603157,False,,大里服務所,True,,,2025/4/8 上午 10:13:36,中山分隊,17,17,False,0,0,1519
5766,中山分隊,A503,地上,,公,太平區,豐年里祥順路1段 編號 17,雙口,五角開關,無,120.72200596,24.14534871,False,,大里服務所,True,,,2025/4/8 上午 10:14:02,中山分隊,16,17,False,0,0,993
5767,中山分隊,A504,地上,,公,太平區,豐年里祥順路1段 編號 18,雙口,五角開關,無,120.72185039,24.14478088,False,,大里服務所,True,,,2025/4/8 上午 10:14:22,中山分隊,16,17,False,0,0,2119
5768,中山分隊,A505,地上,,公,太平區,豐年里祥順路1段 編號 19,雙口,五角開關,無,120.72166264,24.14412493,False,,大里服務所,True,,,2025/4/8 上午 10:14:57,中山分隊,15,17,False,0,0,1554
5769,中山分隊,A506,地上,,公,太平區,豐年里祥順路1段 編號 20,雙口,五角開關,無,120.7215017,24.14345919,False,,大里服務所,True,,,2025/4/8 上午 10:15:12,中山分隊,15,17,False,0,0,1344
5770,中山分隊,A507,地上,,公,太平區,豐年里祥順路1段 編號 21,雙口,五角開關,無,120.72129786,24.1426319,False,,大里服務所,True,,,2025/4/8 上午 10:15:34,中山分隊,15,17,False,0,0,1342
5771,中山分隊,A508,地上,,公,太平區,宜欣里祥順路1段 編號 22,雙口,五角開關,無,120.72108328,24.14194168,False,,大里服務所,True,,,2025/4/8 上午 10:15:49,中山分隊,16,17,False,0,0,1283
5772,中山分隊,A509,地上,,公,太平區,宜欣里祥順路1段 編號 23,雙口,五角開關,無,120.72085797,24.14114865,False,,大里服務所,True,,,2025/4/8 上午 10:16:02,中山分隊,17,17,False,0,0,1417
5773,中山分隊,A510,地上,,公,太平區,宜欣里祥順路1段 編號 24,雙口,五角開關,無,120.72063803,24.14045842,False,,大里服務所,True,,,2025/4/8 上午 10:16:17,中山分隊,16,17,False,0,0,2027
5774,中山分隊,A511,地上,,公,太平區,宜欣里祥順路1段 編號 25,雙口,五角開關,無,120.72025179,24.13967028,False,,大里服務所,True,,,2026/4/15 下午 01:38:26,中山分隊,17,17,False,0,0,1073
5775,中山分隊,A512,地上,,公,太平區,宜欣里祥順路1段 編號 26,雙口,五角開關,無,120.71989774,24.1390241,False,,大里服務所,True,,,2026/4/15 下午 02:44:51,中山分隊,17,17,False,0,0,1038
5776,中山分隊,A513,地上,,公,太平區,宜欣里祥順路1段 編號 27,雙口,五角開關,無,120.71935057,24.13832406,False,,大里服務所,True,,,2026/4/15 下午 02:45:20,中山分隊,17,17,False,0,0,1082
5777,中山分隊,A514,地上,,公,太平區,宜欣里祥順路1段 編號 28,雙口,五角開關,無,120.7189536,24.13782473,False,,大里服務所,True,,,2026/4/15 下午 02:45:46,中山分隊,18,17,False,0,0,998
5778,中山分隊,A515,地上,,公,太平區,宜欣里祥順路1段 編號 29,雙口,五角開關,無,120.71854591,24.13735967,False,,大里服務所,True,,,2026/4/15 下午 02:46:17,中山分隊,16,17,False,0,0,683
5779,中山分隊,A516,地上,,公,太平區,宜欣里祥順路1段 編號 30,雙口,五角開關,無,120.71783781,24.13670858,False,,大里服務所,True,,,2026/4/15 下午 02:46:43,中山分隊,18,17,False,0,0,669
5780,中山分隊,A517,地上,,公,太平區,宜欣里祥順路1段 編號 31,雙口,五角開關,無,120.71699023,24.13627779,False,,大里服務所,True,,,2026/4/15 下午 02:47:20,中山分隊,16,17,False,0,0,537
5781,中山分隊,A518,地上,,公,太平區,宜佳里祥順路1段 編號 32,雙口,五角開關,無,120.71541845,24.13600364,False,,大里服務所,True,,,2026/4/15 下午 02:47:41,中山分隊,16,17,False,0,0,639
5782,中山分隊,A519,地上,,公,太平區,宜佳里祥順路1段 編號 33,雙口,五角開關,無,120.71465134,24.13589105,False,,大里服務所,True,,,2026/4/15 下午 02:48:16,中山分隊,18,18,False,0,0,358
5783,中山分隊,A520,地上,,公,太平區,宜佳里祥順路1段 編號 34,雙口,五角開關,無,120.71364283,24.13577355,False,,大里服務所,True,,,2026/4/15 下午 02:48:40,中山分隊,17,18,False,0,0,554
5784,中山分隊,A521,地上,,公,太平區,宜佳里祥順路1段 編號 35,雙口,五角開關,無,120.71217298,24.13558753,False,,大里服務所,True,,,2026/4/15 下午 02:49:04,中山分隊,17,18,False,0,0,562
5785,中山分隊,A522,地上,,公,太平區,宜佳里祥順路1段 編號 36,雙口,五角開關,無,120.71192622,24.13559242,False,,大里服務所,True,,,2026/4/15 下午 02:49:43,中山分隊,18,18,False,0,0,628
5786,中山分隊,A523,地上,,公,太平區,宜佳里祥順路1段 編號 37,雙口,五角開關,無,120.71120202,24.13546024,False,,大里服務所,True,,,2026/4/15 下午 02:50:04,中山分隊,18,18,False,0,0,795
5787,中山分隊,A524,地上,,公,太平區,宜佳里祥順路1段 編號 38,雙口,五角開關,無,120.71012914,24.13509308,False,,大里服務所,True,,,2026/4/15 下午 02:50:18,中山分隊,18,18,False,0,0,763
